Timestamp,RSRP,RSSI,SNR
1570782434.33845,-53.4,-47.6,20.7
1570804034.42028,-53.4,-47.6,22.5
1570825638.36584,-53.2,-47.4,21.5
1570847241.8177,-53.2,-45.4,23
1570868848.29504,-53.2,-47.4,22.4
1570890451.00362,-52.7,-46.9,23.1
1570912051.866,-52.3,-46.5,20.8
1570933655.75477,-52.3,-46.5,21.1
1570955257.34745,-52.2,-46.5,21.7
1570976863.33235,-53.3,-42.6,20
1570998465.5939,-53.3,-43.9,25.5
1571020072.80256,-53.3,-47.5,21
1571041676.52373,-53.4,-47.6,23.2
1571063278.14534,-53.5,-44,22.9
1571084881.36105,-52.6,-46.8,21.5
1571106487.45038,-53.1,-47.3,19.1
1571128089.1273,-52.9,-47.1,21.2
1571149694.20093,-52.9,-47.1,20.9
1571171302.50374,-53.1,-47.3,21.5
1571192910.30077,-53.5,-47.6,20.1
1571214518.44082,-53.2,-47.4,19.9
1571236122.1425,-53.2,-47.4,22.4
1571257725.01376,-53.5,-47.6,20.8
1571279330.02645,-53.3,-47.5,21.7
1571300934.60776,-53.2,-47.4,20.5
1571322539.45328,-52.6,-46.7,19.6
1571344146.53613,-52.7,-47,21
1571365748.32013,-53.2,-47.3,20.2
1571387355.87995,-53.3,-47.6,21.7
1571408961.47361,-53.4,-47.6,21
1571430563.88034,-53.3,-47.5,21.1
1571452168.25498,-53.6,-47.8,21.1
1571473775.08041,-53.5,-47.7,20.2
1571495380.77617,-53.2,-47.4,20.6
1571516982.24891,-53.3,-47.5,22.3
1571538582.96095,-53.2,-47.4,23.4
1571560184.71162,-53.1,-47.4,22.7
1571581787.7007,-52.9,-47.1,21.9
1571603392.21435,-53,-47.2,22.4
1571625000.79609,-53,-47.2,22.4
1571646608.94941,-52.8,-47,21.9
1571668211.00902,-53.1,-47.3,20.4
1571689818.41579,-52.9,-47.1,22
1571711420.09195,-53.3,-47.5,21.2
1571733026.87919,-53.3,-47.5,21.2
1571754632.28149,-53.4,-47.6,21.7
1571776236.40834,-53.5,-47.7,23.1
1571797837.70263,-53.7,-47.9,22.4
1571819441.55096,-53.2,-47.3,19.3
1571841047.88557,-53.9,-48,20.1
1571862656.67299,-52.8,-45.8,18.6
1571884258.90885,-53.2,-47.5,20.2
1571905860.12357,-53.2,-47.4,20.4
1571927466.70851,-58,-49.5,19.4
1571949072.68657,-56.4,-50.5,16.6
1571970676.05389,-56.3,-50.4,17.1
1571992277.5451,-56.8,-50.9,19
1572013880.28977,-57.8,-52,18.3
1572035481.63927,-57.8,-52,18.3
1572057085.24695,-57.9,-52,18.9
1572078693.73184,-58,-52.1,19.3
1572100296.0676,-58.5,-52.7,21
1572121896.21417,-58.5,-52.6,18
1572143496.21482,-57.9,-52,18.6
1572165099.59897,-57.8,-51.9,19.1
1572186706.96587,-58.2,-52.3,19
1572208313.07153,-58.2,-52.3,19
1572229913.98095,-58.2,-52.3,17.6
1572251518.68251,-59.9,-54,17.1
1572273125.92338,-59.6,-53.7,18.2
1572294731.35753,-59,-53.1,17
1572316336.25226,-59.2,-53.3,17.4
1572337941.8939,-59.6,-53.6,17.2
1572359543.08166,-60.4,-54.5,17.3
1572381147.57464,-59.3,-53.3,15.9
1572402748.4351,-59.7,-53.7,16.9
1572424354.64089,-60,-54,16.5
1572445957.78195,-60.1,-54,15.2
1572467558.96761,-60.1,-54.1,17.1
1572489159.19197,-59.9,-53.9,16.5
1572510760.9551,-59.9,-54,16.9
1572532367.85768,-60.2,-54.2,17.8
1572553970.39568,-60,-53.9,16.1
1572575571.20573,-60,-54,17.1
1572597177.01934,-60,-54,17.1
1572618785.64175,-60.5,-54.5,16.4
1572640385.88476,-59.8,-52.7,18.1
1572661991.81817,-58,-52.1,18.9
1572683599.78158,-57.1,-51.3,19.4
1572705207.66133,-57,-51.2,18.4
1572726809.05145,-56.7,-50.7,17.1
1572748413.45269,-58.2,-52.3,17.4
1572770014.26099,-58.6,-52.7,18.7
1572791620.26313,-58.6,-52.7,18.7
1572813228.74676,-58.6,-48.9,16.2
1572834830.63936,-57.9,-49,20.8
1572856432.49973,-58.9,-53,18.2
1572878040.39183,-58.3,-52.5,18.8
1572899649.33918,-57.6,-48.7,20.9
1572921256.44905,-58,-52.1,19.5
1572942863.19634,-59.3,-53.3,17.2
1572964465.81769,-57.9,-48.4,21.1
1572986067.63703,-57.2,-51.4,18.6
1573007670.87553,-57.2,-51.4,18.6
1573029272.13878,-57.7,-51.8,18.6
1573050875.30304,-57.9,-50.1,21.1
1573072475.77771,-58.4,-52.5,17.4
1573094078.29586,-57.7,-51.8,18.9
1573115678.66809,-58,-48.6,24.1
1573137283.59194,-58.6,-52.7,17.7
1573158890.93989,-57.6,-51.7,17.8
1573180495.16266,-58.2,-52.3,18.7
1573202096.60592,-58.7,-52.8,17.9
1573223700.53539,-57.6,-51.7,18.3
1573245300.60114,-59.1,-51.2,19.3
1573266904.84124,-58.2,-52.3,17.5
1573288508.49185,-55.5,-49.6,18.6
1573310114.03067,-56,-50.2,18.8
1573331721.30071,-55.4,-49.5,18.1
1573353326.78316,-57.4,-51.4,17.8
1573374931.2782,-59.7,-53.7,16.3
1573396533.0945,-59.3,-53.4,18.4
1573418135.88883,-59.4,-53.4,17.7
1573439740.83307,-59,-53,18.1
1573461342.61286,-58.4,-52.5,17.6
1573482942.78845,-59.7,-53.8,17.9
1573504544.39001,-59.6,-53.6,16.9
1573526149.9143,-57.9,-51.9,15.7
1573547756.86126,-60.1,-54,15.6
1573569362.83458,-58.9,-52.9,17.8
1573590966.4,-58.9,-52.9,17.8
1573612575.26403,-57.8,-51.8,16.4
1573634177.99603,-56.4,-50.6,19.8
1573655779.34429,-58.3,-52.3,17.4
1573677386.28586,-59.2,-53.2,15.8
1573698990.58692,-57.9,-51.9,17.6
1573720591.34868,-59,-53.1,18
1573742195.62189,-57.5,-51.6,18.3
1573763799.01593,-59.8,-53.8,16.6
1573785402.96759,-59,-51.2,18.9
1573807011.28487,-59.9,-54,17.2
1573828614.53275,-58.3,-52.4,17.9
1573850216.32343,-59.1,-53.1,16.7
1573871817.16468,-58.1,-52.3,18.9
1573893420.6138,-58.1,-52.3,18.9
1573915029.15837,-58.5,-52.7,19
1573936636.93093,-57.8,-51.9,18.7
1573958243.55031,-59,-49.5,17.3
1573979844.92861,-56.3,-50.4,17.4
1574001452.66301,-58.4,-48.7,16.1
1574023060.28888,-56.4,-50.5,18.4
1574044665.68466,-57.4,-51.4,16
1574066271.04918,-57.6,-49.3,19.4
1574087872.69643,-59.5,-53.5,16.8
1574109479.57754,-58.8,-52.8,17.6
1574131079.9553,-58.9,-52.9,17.8
1574152686.42374,-58.9,-52.9,17.8
1574174293.86835,-59.7,-53.8,16.8
1574195897.61453,-59.7,-53.8,16.8
1574217502.1139,-59.4,-53.4,16.9
1574239102.33027,-59.8,-53.8,15.9
1574260711.04561,-58.4,-52.5,18
1574282315.52698,-58.3,-48.8,20.2
1574303915.53248,-59.3,-53.4,18.1
1574325518.40665,-59.6,-53.6,16.6
1574347119.28688,-59,-50.6,14.9
1574368727.78267,-58.5,-52.6,18
1574390334.46729,-58.5,-52.6,18
1574411941.42407,-58.5,-52.5,15.8
1574433544.78783,-59.6,-53.6,16.5
1574455151.44868,-59.7,-53.6,15.2
1574476753.87659,-57.5,-51.6,17.8
1574498359.56451,-57.5,-51.6,17.4
1574519964.69639,-57.1,-51.2,19.1
1574541568.2988,-56.9,-50.9,16.9
1574563169.22802,-55.8,-49.9,18.9
1574584775.11105,-58,-52.1,18.2
1574606383.64316,-56.3,-50.4,19.2
1574627984.24254,-56.4,-50.6,18.7
1574649591.05045,-57.6,-51.7,17.3
1574671192.22261,-57,-51,17.8
1574692800.70501,-56.9,-51,17.9
1574714403.73228,-58.2,-52.2,16.1
1574736004.26409,-58.2,-52.2,16.2
1574757611.94748,-58.2,-52.3,17.4
1574779214.75711,-58.1,-52.2,17.6
1574800817.11746,-60.1,-54,14.7
1574822422.70925,-60.9,-54.9,16.6
1574844027.56522,-60.8,-54.8,16.8
1574865633.6512,-58.9,-53,17
1574887240.68422,-58.9,-53,17
1574908842.30335,-58.3,-52.2,15.8
1574930443.89638,-59.8,-53.9,16.6
1574952047.04008,-60.4,-54.4,16.4
1574973649.75585,-59.6,-53.7,17.3
1574995251.42586,-57.8,-49.9,20.9
1575016859.32754,-57.7,-51.8,18.5
1575038467.351,-59.1,-49.3,15.9
1575060069.24986,-58.9,-53,17.9
1575081670.80856,-59.5,-53.6,17
1575103276.14326,-60.1,-53.9,14.6
1575124878.72792,-59.6,-53.3,13.4
1575146479.4073,-57.8,-51.9,19.1
1575168085.57876,-58.5,-52.6,17.6
1575189688.51145,-58.8,-52.9,19.1
1575211293.80214,-59.8,-52.6,17.4
1575232901.6995,-59.6,-53.7,18
1575254506.48882,-60.5,-51.4,17.8
1575276108.30398,-59.2,-53.3,17.4
1575297709.7572,-58.4,-52.4,16.2
1575319310.92396,-58.7,-52.8,17.8
1575340918.55494,-59.4,-53.5,18.4
1575362524.8541,-59.3,-53.4,18.5
1575384131.89598,-59.9,-53.3,18.1
1575405739.41904,-59.9,-53.3,18.1
1575427341.4877,-60,-53.8,14
1575448942.85515,-58.9,-53,17.6
1575470551.14529,-58,-50.1,20.6
1575492153.37725,-58.3,-52.3,15.8
1575513761.73014,-59.2,-53.3,17.4
1575535366.24567,-59.3,-52.3,18.6
1575556966.56642,-59.7,-53.7,15.8
1575578573.09295,-59.5,-53.5,16.8
1575600180.33849,-58.5,-52.6,17.4
1575621780.81251,-58.9,-52.9,16.7
1575643387.00478,-59.1,-53.2,17.2
1575664990.3841,-60,-50.9,18.5
1575686597.14635,-60.2,-54.2,15.1
1575708204.77061,-59.9,-53.6,13.8
1575729810.46769,-58.4,-50,13.8
1575751413.87338,-58.6,-52.7,18
1575773019.40272,-58.6,-52.7,18
1575794621.05626,-58.8,-52.8,16.3
1575816225.51796,-60,-53.9,16.3
1575837825.77438,-59.9,-53.8,15.4
1575859431.45537,-59.7,-53.7,17
1575881040.11906,-57.4,-47.8,16.3
1575902647.57865,-57.7,-51.8,19.7
1575924253.67323,-59.1,-53,15.8
1575945862.48855,-58.9,-52.8,16
1575967463.28695,-59.6,-53.6,17.3
1575989066.6683,-58.7,-52.8,17.5
1576010673.45272,-58.2,-52.1,15
1576032274.27009,-58.9,-53,17.8
1576053882.87995,-59.4,-53.4,17.6
1576075485.80197,-59.9,-53.7,14.6
1576097089.05975,-59.6,-53.4,14.2
1576118697.29928,-60.4,-50.7,17.6
1576140298.20168,-59.5,-53.2,14.4
1576161905.29373,-58.1,-52.1,17.9
1576183512.7237,-58.6,-52.7,17.4
1576205118.92143,-59.9,-53.9,16.9
1576226719.87596,-60.3,-50.7,18.4
1576248325.29414,-60.8,-54.8,16
1576269930.24361,-60.4,-54.3,15.6
1576291536.7295,-59.4,-50.3,18
1576313143.22368,-58.4,-50,16.8
1576334751.99,-59.2,-53.1,15.9
1576356359.76923,-59.2,-53,15.4
1576377959.78486,-59.4,-53.4,16.5
1576399561.25816,-59.8,-53.8,16.2
1576421169.23966,-59.1,-49.8,24.3
1576442770.66693,-57.8,-52,17.9
1576464374.59668,-57.7,-51.9,19.8
1576485983.5155,-59.5,-50.1,19.7
1576507589.01196,-59.6,-53.7,16.1
1576529189.62963,-58.6,-52.8,19.2
1576550793.28008,-58.4,-52.4,16.3
1576572400.6946,-56.5,-48.6,19.4
1576594008.43413,-56.1,-50.2,19.3
1576615617.32362,-57.5,-51.5,17.2
1576637218.97235,-58,-52,16.9
1576658826.18981,-58.2,-49.2,21.7
1576680429.85428,-58.7,-52.7,16.8
1576702037.6172,-59.2,-53.1,15.3
1576723639.0411,-57.8,-50.8,16.6
1576745244.99667,-57.8,-51.9,17.7
1576766850.05837,-57.4,-51.5,19.7
1576788453.75693,-57.4,-51.5,19.7
1576810062.07844,-58.1,-52.2,17.3
1576831669.53792,-58.2,-52.1,15.5
1576853277.68877,-57.9,-52,18.4
1576874883.03275,-58.3,-52.4,17.8
1576896483.51855,-58.5,-52.5,17.1
1576918085.59807,-58.3,-52.3,17.1
1576939694.1827,-58.1,-48.3,15.2
1576961295.37118,-57.9,-52,17.8
1576982903.36553,-57.2,-46.6,20.6
1577004506.27583,-57.3,-51.4,18.6
1577026113.75052,-56.1,-50.2,18.6
1577047715.57251,-56.1,-50.2,18.6
1577069316.00567,-55.7,-49.7,16.1
1577090923.69079,-56,-50.1,18.4
1577112532.45336,-56.2,-50.4,18.6
1577134140.43909,-56.2,-50.2,16.1
1577155742.10158,-56.6,-50.7,18
1577177345.87427,-56.5,-50.6,17.5
1577198954.68242,-56.5,-50.6,17.5
1577220561.53323,-56.4,-50.5,18.3
1577242169.79352,-56.1,-50.2,17.5
1577263774.6362,-56.9,-51,17.9
1577285383.05172,-56.1,-50.2,18.4
1577306991.79367,-56,-50.1,19.1
1577328596.94752,-56.1,-50.2,18.9
1577350200.87663,-56.1,-50.2,18.3
1577371808.22559,-55.7,-49.8,18.1
1577393417.06425,-55.8,-49.9,19.1
1577415020.21449,-55.8,-49.9,17.2
1577436626.40596,-56,-50.1,18.7
1577458226.47612,-55.9,-50,18.7
1577479829.57921,-55.8,-49.9,19.4
1577501434.08718,-56.3,-50.4,18.6
1577523039.65849,-56.9,-51,17.9
1577544639.89,-57.2,-51.2,18.1
1577566243.60601,-57.1,-51.1,18.4
1577587846.44648,-56.8,-50.9,18.4
1577609447.66882,-57,-51.1,17.6
1577631053.96081,-56.9,-51,18.2
1577652654.85349,-56.9,-51,18.2
1577674263.65767,-56.6,-50.7,17.6
1577695870.7805,-56.8,-50.8,16.5
1577717477.26562,-56.3,-50.2,15.4
1577739077.75954,-55.9,-49.9,16.5
1577760680.719,-55.5,-49.6,17.9
1577782282.95654,-55.5,-49.5,16.2
1577803884.18009,-55.7,-49.6,15.6
1577825489.55047,-56.2,-50.1,16.3
1577847095.34254,-55.5,-49.4,14.4
1577868699.59808,-55.9,-49.9,17.1
1577890307.06072,-55.9,-49.9,16.8
1577911909.50225,-56,-49.9,16.1
1577933513.5855,-58,-51.9,15.6
1577955118.46433,-58,-51.9,15.6
1577976723.02976,-57.3,-51.3,17.4
1577998328.50487,-57.3,-51.2,15.3
1578019935.78336,-57.3,-51.2,15.3
1578041540.78681,-56.4,-50.5,16.4
1578063145.45905,-56.2,-50.2,18
1578084746.0626,-56.9,-50.7,15.2
1578106348.53966,-57,-51,16.7
1578127952.57094,-57.6,-51.6,17.4
1578149558.87732,-57.6,-51.6,17.4
1578171164.62091,-57.9,-51.7,15
1578192768.23613,-57.6,-51.4,14.7
1578214369.6718,-56.3,-50.3,16.2
1578235974.973,-55.9,-49.9,18
1578257576.57466,-57.5,-51.4,15.3
1578279178.83871,-56.7,-50.7,16.1
1578300782.98429,-57.5,-51.2,14.6
1578322388.7181,-57.4,-51.4,15.7
1578343997.45921,-57.3,-51.1,14.5
1578365601.13643,-56.1,-50.2,17.7
1578387209.82676,-58.7,-52.6,15.8
1578408811.01288,-59,-52.8,14.2
1578430415.52022,-58.4,-52.3,15.4
1578452018.58693,-59.6,-53.4,13.9
1578473619.38951,-57.3,-51.2,14.8
1578495226.67249,-57.3,-51.2,15.4
1578516829.58684,-59,-52.9,17.4
1578538435.65619,-59.2,-53.1,17.9
1578560039.03227,-57.8,-49.5,20
1578581647.03253,-58.8,-52.6,14.5
1578603249.43149,-58.8,-52.6,14.5
1578624852.67685,-59.5,-53.3,15.9
1578646458.61749,-58.7,-52.6,17.6
1578668064.06848,-57.6,-51.5,15.6
1578689665.16225,-59.2,-53.2,17.9
1578711270.06457,-56.9,-50.9,18.4
1578732872.67553,-56.3,-50.4,19.9
1578754473.61484,-56.5,-50.3,16.3
1578776073.96609,-56.7,-50.5,17.2
1578797680.75686,-56.7,-50.5,17.2
1578819288.11286,-56.8,-50.9,19.4
1578840892.90627,-57.6,-51.4,15
1578862500.47117,-57.6,-46.7,13.2
1578884104.69983,-57.2,-51.2,17.6
1578905709.09562,-57.5,-51.5,18.2
1578927310.40355,-58.5,-52.6,19.2
1578948913.50178,-58.5,-52.4,16.7
1578970514.7701,-58.3,-51.9,13.8
1578992121.84094,-58,-48.3,14.6
1579013726.38278,-57.1,-51,17.2
1579035331.86316,-57.4,-51.3,16.5
1579056933.3811,-59.3,-52.9,13
1579078537.74901,-58.3,-51.9,14.6
1579100140.39371,-59.1,-53,16.1
1579121740.73869,-59.1,-53,16.1
1579143346.17204,-59.9,-53.7,15.7
1579164946.95755,-58.4,-52.3,17.8
1579186555.83258,-58.9,-52.6,14.7
1579208160.07791,-56.6,-50.5,17.1
1579229768.29216,-57,-51,17.6
1579251370.75592,-57.3,-51.3,17.3
1579272978.24747,-57.6,-51.6,17.5
1579294579.62423,-57.4,-51.5,19.1
1579316188.57514,-57.5,-51.5,17.6
1579337791.86615,-57.1,-51.1,18.7
1579359394.67043,-57.4,-51.5,17.9
1579380996.74574,-57.5,-51.4,16.5
1579402599.21842,-57.4,-51.3,16.9
1579424203.95456,-57.2,-51.2,16.7
1579445812.35971,-57.4,-51.4,18.3
1579467418.66432,-57.5,-51.5,18.9
1579489026.80979,-57.4,-51.3,16.1
1579510628.20334,-57.7,-51.7,18.6
1579532232.91343,-57.8,-51.8,18.4
1579553834.36298,-58,-51.7,14.6
1579575437.55314,-59,-49.6,19
1579597042.63417,-59.1,-53,15.9
1579618648.03265,-56.7,-50.8,20
1579640250.34519,-55.8,-49.8,17.8
1579661854.93356,-55,-49.1,20.9
1579683461.96894,-56.9,-50.9,17.8
1579705068.9253,-56.7,-50.7,17.9
1579726676.0695,-57.8,-51.7,16.4
1579748279.52173,-56.5,-50.6,19.4
1579769881.39469,-57.5,-51.4,16.9
1579791487.21618,-57.5,-51.4,16.9
1579813093.52653,-58.3,-52.3,17.9
1579834694.84191,-59.5,-53.2,15.3
1579856302.65567,-58.9,-52.7,14.1
1579877903.58611,-58.8,-52.7,15.9
1579899503.69218,-56.2,-46.7,21.9
1579921106.23019,-56.4,-50.4,16.4
1579942710.31323,-56.6,-50.5,16.8
1579964318.81253,-57.4,-51.3,16.6
1579985924.35826,-57.4,-51.4,17
1580007526.68536,-57.6,-51.5,16.5
1580029128.02669,-58.5,-52.5,18.1
1580050729.68983,-56.9,-50.8,17.2
1580072336.82513,-57.3,-51.1,17.2
1580093945.61034,-58.5,-52.4,17.2
1580115554.26424,-59.4,-53.1,14.3
1580137154.26874,-59.4,-53.1,14.3
1580158756.18655,-57.4,-51.4,18.4
1580180363.80899,-56.8,-45.9,12.9
1580201965.23794,-57.1,-51.1,17.2
1580223568.73284,-58.2,-52.2,18.7
1580245171.89765,-57.2,-51.2,17.5
1580266780.06436,-56.9,-50.7,16.3
1580288387.00704,-59,-49.3,16.4
1580309989.94271,-55.9,-49.9,16.9
1580331591.67114,-57.1,-50.9,15.5
1580353192.46702,-56.9,-50.8,16.3
1580374795.58417,-56.9,-50.8,16.3
1580396398.07203,-56.7,-50.6,16.9
1580417999.2534,-57,-50.9,16.8
1580439600.71644,-58.2,-52.1,15.7
1580461208.9302,-58.8,-52.6,15.4
1580482810.5315,-59.3,-53.2,16.7
1580504418.15392,-57.8,-51.8,16.8
1580526023.66148,-59.2,-53,15.7
1580547632.14758,-59.4,-53.4,16.8
1580569235.64563,-58.7,-52.5,16.1
1580590841.44786,-58.6,-52.4,14.9
1580612449.70318,-59.5,-53.4,16.2
1580634057.69802,-59.1,-53.1,17.6
1580655659.67146,-60,-49.3,12.6
1580677264.97502,-58.5,-52.5,17.8
1580698871.98904,-57.6,-48.1,17.5
1580720475.68677,-59,-53.1,17.3
1580742079.97177,-58.9,-52.8,15.8
1580763681.30334,-58.9,-52.8,15.8
1580785282.50601,-58.5,-52.4,18.3
1580806882.73219,-57.6,-51.5,17.7
1580828483.41767,-58,-52.1,17.3
1580850088.91901,-58.4,-52.3,15.5
1580871692.8059,-58.4,-52.3,15.5
1580893301.16648,-59.1,-53,16.6
1580914905.4704,-58.9,-52.8,16.3
1580936510.92336,-58.3,-51.2,18.4
1580958113.00517,-56.9,-50.7,14.6
1580979715.70756,-56.3,-50.2,16.8
1581001316.59377,-56.9,-51,19.4
1581022918.33788,-56.6,-50.6,18.1
1581044523.37838,-57.5,-51.3,15.2
1581066124.8147,-56.7,-50.4,15.8
1581087727.10332,-57,-51.1,18.9
1581109329.48268,-57.2,-46.4,15.5
1581130933.70895,-58.1,-52.1,17
1581152541.8767,-57.6,-46.9,16.4
1581174145.03399,-57.9,-51.8,17.1
1581195753.99108,-58.9,-52.6,14.6
1581217357.41175,-58.9,-52.6,14.6
1581238958.49795,-58.9,-52.8,14.8
1581260559.74064,-58.8,-52.8,17.3
1581282164.87057,-58.8,-52.8,17.4
1581303765.53105,-58.9,-52.9,17.5
1581325366.68887,-58.7,-52.5,15.3
1581346970.49717,-57.2,-51.2,18.2
1581368578.79111,-58.3,-52,14.4
1581390180.08147,-58.7,-52.4,14.2
1581411785.57369,-58.7,-52.5,15.2
1581433392.7073,-58.8,-52.6,16.3
1581455000.17305,-59,-52.9,15.4
1581476607.09449,-58.6,-52.6,17.7
1581498209.79276,-58.7,-52.6,16.3
1581519815.97916,-59.1,-53.1,17
1581541417.99796,-59.2,-52.9,14
1581563025.75574,-59.5,-53.5,18.1
1581584633.59391,-59.1,-53,15.7
1581606240.87834,-59,-53,16.3
1581627849.24346,-59.7,-53.7,17.9
1581649450.49393,-59.4,-53.3,14.7
1581671051.34687,-59.4,-53.3,15.5
1581692653.19695,-59.4,-53.3,15
1581714255.56343,-57.8,-51.7,15.4
1581735864.49177,-58.4,-52.3,15.2
1581757467.95208,-59.7,-53.5,14.5
1581779071.87829,-59.8,-53.6,14.1
1581800671.91438,-59.7,-53.6,14
1581822274.48923,-60.2,-54,14.3
1581843875.97884,-60.2,-54,14.3
1581865484.29249,-59.4,-53.3,14.6
1581887086.22144,-57.4,-51.2,13.9
1581908690.83595,-57.5,-51.5,19.1
1581930295.09744,-58.4,-52.2,14.1
1581951902.74271,-58.3,-52.2,14.5
1581973505.3751,-59.1,-52.9,14.6
1581995105.70073,-59.1,-53,14.2
1582016709.00539,-59.6,-53.2,13.8
1582038317.47298,-57.2,-51.1,16.1
1582059920.32435,-59,-51.9,19
1582081522.17599,-59.3,-53,13.5
1582103124.27439,-59,-53,17.4
1582124726.7796,-59.4,-53.2,14.4
1582146332.09832,-59.3,-53.2,15
1582167934.38867,-59.6,-51.4,18.8
1582189535.13291,-59.7,-53.6,15.9
1582211135.95193,-59.1,-53,15.8
1582232737.49142,-59,-52.9,15.5
1582254342.03696,-58.7,-52.6,15.4
1582275942.7258,-56.8,-50.8,17.6
1582297550.63581,-58,-51.8,14.3
1582319151.16333,-59.3,-53,13.4
1582340752.1775,-59.7,-53.7,17.4
1582362355.01983,-59.1,-53.1,15.9
1582383962.35745,-58.7,-52.6,15.2
1582405567.50097,-59.3,-53.1,15.3
1582427176.4534,-59.2,-53.1,15.4
1582448776.72724,-59.3,-53.2,15.1
1582470382.56465,-59.7,-53.7,16.1
1582491990.95818,-58.2,-52.2,16.4
1582513595.03881,-56.5,-50.5,16.4
1582535196.06341,-57,-50.9,17
1582556797.66002,-58.3,-52.2,15.5
1582578405.0327,-58.9,-52.8,14.4
1582600012.9004,-59.2,-52.9,13.4
1582621616.91558,-58.7,-52.6,14.9
1582643224.58255,-58.8,-52.7,14.5
1582664830.25954,-59,-51.1,18.2
1582686430.29832,-57.7,-51.7,16.1
1582708031.3192,-57.9,-51.7,13.6
1582729639.92961,-57.1,-51.1,15.7
1582751240.56927,-57.3,-51.2,15.8
1582772846.36854,-58.5,-52.5,15.5
1582794451.7467,-58.9,-53,16.7
1582816052.59026,-58.4,-52.2,15
1582837653.52949,-58.6,-51.8,15.5
1582859260.93599,-58.1,-52.1,16.1
1582880866.90698,-58.5,-52.5,15.6
1582902467.46158,-59.5,-53.4,14.4
1582924075.09538,-59.3,-53.2,14.5
1582945681.60031,-59.3,-53.2,15
1582967284.45994,-57.2,-51.2,17.9
1582988891.75079,-56.9,-50.9,16.9
1583010499.40512,-58.2,-52.2,15.7
1583032100.07505,-59.2,-53.3,15.7
1583053700.42721,-58.9,-53,17
1583075301.10725,-58.2,-52.1,15.5
1583096906.67711,-56.8,-50.9,17.3
1583118509.60692,-55.9,-50,17.8
1583140116.65077,-67.8,-61,9.9
1583161721.3667,-67.8,-61,9.6
1583183322.42949,-68.8,-60.1,9.9
1583204930.86795,-57.6,-51.6,18.6
1583226531.22242,-58,-51.9,16.9
1583248135.26211,-58.4,-52.3,16.6
1583269737.76794,-59.1,-52.9,16.2
1583291342.52442,-59,-49.4,18.8
1583312944.20826,-58.3,-52.2,16.3
1583334546.79703,-57.8,-51.8,18
1583356153.11669,-58.3,-47.7,15.3
1583377758.63412,-56.6,-50.6,17
1583399361.42814,-56.7,-50.7,17.1
1583420963.6765,-56.9,-50.8,16.9
1583442572.16947,-56.2,-50.2,17.9
1583464178.02304,-56.3,-50.3,16.9
1583485781.59902,-58,-51.8,16.1
1583507382.4974,-58.1,-52,16.9
1583528984.90817,-57.8,-51.8,18.1
1583550585.6957,-57.9,-49.6,18.9
1583572192.15765,-57.8,-51.4,18.3
1583593793.22925,-58,-51.9,16.8
1583615398.43119,-58.6,-52.5,16.7
1583637005.98256,-57.8,-51.8,17.7
1583658609.31856,-59.5,-53.3,15.6
1583680214.08686,-58.4,-52.3,16.3
1583701817.79909,-58.2,-52.1,16.6
1583723422.98246,-58.8,-52.7,16.2
1583745028.24072,-58.9,-52.7,15.4
1583766631.60195,-58.2,-52,15.7
1583788240.19338,-58,-51.9,17.9
1583809840.52895,-58.6,-52.4,16.1
1583831440.65349,-57,-50.9,16.8
1583853049.32173,-56.6,-50.5,16.4
1583874657.75917,-57,-49,14.6
1583896264.73804,-56.6,-50.5,16.8
1583917869.8748,-56.5,-50.4,18.1
1583939474.60792,-56.4,-50.2,16.4
1583961080.57313,-58.1,-51.8,15.2
1583982686.48091,-58.2,-51.8,14.1
1584004289.31482,-58.3,-52.1,15.8
1584025895.91106,-57,-50.7,15.2
1584047497.43565,-57.2,-51,16.5
1584069100.74296,-57.6,-51.3,15.6
1584090703.09876,-58.1,-51.9,16.1
1584112306.92332,-57.9,-51.6,15.4
1584133907.18326,-57.7,-51.4,16.2
1584155511.36235,-57.4,-51.2,16
1584177115.95512,-57.4,-51.2,16.3
1584198722.57169,-57.2,-51.2,16.9
1584220330.58209,-57.8,-51.5,16.2
1584241932.89781,-58.3,-52.1,15.6
1584263534.84859,-58.3,-52.1,16.1
1584285136.86117,-56.9,-50.8,17.4
1584306738.05176,-57.1,-50.9,16.4
1584328344.50869,-57.8,-51.3,13.6
